SOUNDS/en;f-acro.wav;acro
SOUNDS/en;f-air.wav;air
SOUNDS/en;f-hrzn.wav;horizon
SOUNDS/en;f-rstimer.wav;reset timer
SOUNDS/en;f-on.wav;on
SOUNDS/en;f-off.wav;off
